team_id,team,year,wins,losses,win_%,runs_scored,runs_allowed,pythag_win_estimate,model_pythag_win_%
201621,cha,2016,78,84,0.4814814814814815,686,715,0.4793093649453414,0.48119344788052887
201625,pit,2016,78,84,0.4814814814814815,729,758,0.4805050610078616,0.48228046189792634
201719,tex,2017,78,84,0.4814814814814815,799,816,0.4894748504320851,0.49043397195052235
201826,min,2018,79,83,0.4876543209876543,738,774,0.4762039660056657,0.478370131755001
201513,ari,2015,79,83,0.4876543209876543,720,713,0.5048847403846435,0.5044395208736699
201704,tba,2017,80,82,0.4938271604938271,694,704,0.4928472901564796,0.4934991824981852
201706,kca,2017,80,82,0.4938271604938271,702,791,0.44059956101333503,0.4459695513528842
201720,ana,2017,80,82,0.4938271604938271,710,709,0.5007047212849667,0.5006404860136344
201606,kca,2016,80,82,0.4938271604938271,674,712,0.47260356630115896,0.4750964121955916
201805,phi,2018,80,82,0.4938271604938271,677,728,0.4637488326066742,0.46704306781332394
201820,ana,2018,80,82,0.4938271604938271,721,722,0.4993069996398127,0.4993701665524724
201504,tba,2015,80,82,0.4938271604938271,644,642,0.5015552061918007,0.5014134499405117
201603,mia,2016,80,81,0.4968944099378882,655,681,0.4805462899283815,0.48231794269934664
201523,bal,2015,81,81,0.5,713,693,0.5142218733626133,0.5129261562366059
201905,phi,2019,81,80,0.5031055900621118,771,790,0.4878301181494919,0.4889390227889034
201810,was,2018,82,80,0.5061728395061729,771,682,0.5610236276207688,0.5555094306942394
201813,ari,2018,82,80,0.5061728395061729,693,644,0.536600054749521,0.5332743119689929
201825,pit,2018,82,79,0.5093167701863354,692,693,0.4992779787157509,0.4993437908764487
201518,cle,2015,82,79,0.5093167701863354,669,639,0.522923720793287,0.5208367649727761
201526,min,2015,83,79,0.5123456790123457,696,700,0.4971346940115926,0.4973958616924974
201520,ana,2015,83,79,0.5123456790123457,659,675,0.4880077221639139,0.4891004545982756
201615,nya,2016,83,79,0.5123456790123457,679,702,0.48335002018147605,0.48486669235430546
201510,was,2015,83,79,0.5123456790123457,703,635,0.5506911928899507,0.5460982306843645
201727,sln,2017,83,79,0.5123456790123457,761,705,0.5381435232765814,0.5346784605063358
201930,bos,2019,83,78,0.515527950310559,896,824,0.5417872413942038,0.5379937481564351
201708,mil,2017,84,78,0.5185185185185185,730,697,0.523113077434282,0.5210089252784836
201524,sfn,2015,84,78,0.5185185185185185,696,627,0.5520127172965489,0.5473015130798561
201607,hou,2016,84,78,0.5185185185185185,724,701,0.5161361472345277,0.5146662235104578
201913,ari,2019,84,77,0.5217391304347826,812,743,0.5442857932974683,0.5402674948212536
201901,chn,2019,84,77,0.5217391304347826,814,708,0.569309023422061,0.5630620714366037
201726,min,2017,85,77,0.5246913580246914,815,788,0.5168386414549371,0.5153048062490864
201928,nyn,2019,85,76,0.5279503105590062,784,731,0.5349407362989408,0.5317648941085841
201609,det,2016,85,76,0.5279503105590062,749,721,0.5190407108532051,0.5173066061172579
201507,hou,2015,86,76,0.5308641975308642,729,618,0.5818495344139528,0.5745054082648011
201627,sln,2016,86,76,0.5308641975308642,779,712,0.5448457287537541,0.5407770981245511
201515,nya,2015,87,75,0.5370370370370371,764,698,0.5450518255672798,0.5409646735583279
201602,sea,2016,87,75,0.5370370370370371,768,706,0.5419881278370977,0.5381765474549358
201717,col,2017,87,75,0.5370370370370371,824,757,0.5423022703220782,0.5384624099281037
201628,nyn,2016,87,75,0.5370370370370371,671,617,0.5418519008821441,0.5380525856852391
201624,sfn,2016,88,74,0.5432098765432098,715,630,0.5629456297315898,0.5572609461967133
201802,sea,2018,88,74,0.5432098765432098,676,711,0.474781739579448,0.4770770002308176
201623,bal,2016,88,74,0.5432098765432098,743,715,0.5191973094423451,0.5174489669765766
201827,sln,2018,89,73,0.5493827160493827,759,690,0.5475113122171946,0.5432033239799693
201519,tex,2015,89,73,0.5493827160493827,751,732,0.5128097651899166,0.5116425983541354
201629,tor,2016,89,73,0.5493827160493827,758,665,0.5650769235308407,0.5592035379944652
201908,mil,2019,88,72,0.55,762,761,0.5006565985350481,0.5005967496382626
201528,nyn,2015,90,72,0.5555555555555556,683,613,0.5538552320072947,0.5489793650605753
201804,tba,2018,90,72,0.5555555555555556,716,646,0.5512596078161494,0.5466157732515697
201822,atl,2018,90,72,0.5555555555555556,759,657,0.571662052335447,0.5652080838478221
201817,col,2018,91,72,0.558282208588957,780,745,0.5229387369190107,0.5208504173778808
201715,nya,2017,91,71,0.5617283950617284,858,660,0.6282527881040892,0.6170154756047184
201512,lan,2015,91,71,0.5617283950617284,666,595,0.5561265877697689,0.5510480557578524
201818,cle,2018,91,71,0.5617283950617284,818,648,0.6144231369625024,0.604313901365959
201612,lan,2016,91,71,0.5617283950617284,725,638,0.563570784490532,0.5578307119580475
201927,sln,2019,90,70,0.5625,754,658,0.5676758397571594,0.5615728646722951
