team_id,team,year,wins,losses,win_%,singles,doubles,triples,home_runs,walks,sac_fly,sac_bunt,strikeouts,outs,r_o_error,runs,plate_appearances,hits,ab,sing/pa,doub/pa,trip/pa,hr/pa,avg,obs,slugging,ops,so_%,hr_%,walk_%,hits_to_run
201517,col,2015,67,95,0.41358024691358025,992,363,41,183,628,40,57,1113,2425,52,844,5877,1579,5117,0.16879360217798198,0.061766207248596224,0.006976348477114174,0.031138335885655948,0.30857924565174905,0.38416013925152304,0.5028336916161814,0.8843375809852393,0.18938233792751405,0.031138335885655948,0.10685724008848052,1.8708530805687205
201518,cle,2015,82,79,0.5093167701863354,827,254,31,161,473,31,26,1408,2267,45,639,5528,1273,4948,0.14960202604920406,0.0459479015918958,0.00560781476121563,0.029124457308248915,0.2572756669361358,0.32208079690094077,0.41875505254648343,0.7390045022896969,0.25470332850940663,0.029124457308248915,0.0855643994211288,1.9921752738654148
201519,tex,2015,89,73,0.5493827160493827,968,280,40,171,575,50,22,1095,2526,70,732,5825,1459,5080,0.16618025751072962,0.048068669527897,0.0068669527896995704,0.029356223175965666,0.28720472440944883,0.3596816976127321,0.4590551181102362,0.815584478320578,0.18798283261802576,0.029356223175965666,0.09871244635193133,1.9931693989071038
201520,ana,2015,83,79,0.5123456790123457,897,273,19,166,537,49,42,1222,2422,60,675,5694,1355,4999,0.15753424657534246,0.04794520547945205,0.0033368458025992273,0.029153494906919566,0.2710542108421684,0.3417630057803468,0.4328865773154631,0.7716511252116135,0.2146118721461187,0.029153494906919566,0.09430979978925184,2.0074074074074075
201521,cha,2015,76,86,0.4691358024691358,970,272,39,162,538,43,42,1360,2332,58,701,5817,1443,5135,0.16675262162626783,0.04675949802303593,0.006704486848891181,0.02784940691077875,0.2810126582278481,0.34919795522651154,0.44381694255111975,0.7903879712425124,0.23379749011517964,0.02784940691077875,0.09248753653085783,2.05848787446505
201522,atl,2015,67,95,0.41358024691358025,974,285,33,170,605,44,56,1149,2422,53,760,5779,1462,5033,0.168541270115937,0.04931649074234297,0.005710330507008133,0.029416854127011595,0.29048281343135307,0.36661936857041505,0.46155374528114446,0.8253341043096555,0.19882332583491955,0.029416854127011595,0.10468939262848244,1.9236842105263159
201523,bal,2015,81,81,0.5,892,317,23,174,538,44,24,1236,2439,42,693,5749,1406,5081,0.15515741868150984,0.05514002435206123,0.004000695773177944,0.030266133240563577,0.2767171816571541,0.3459690336358783,0.4508954930131864,0.7941764395079771,0.214993911984693,0.030266133240563577,0.0935814924334667,2.028860028860029
201524,sfn,2015,84,78,0.5185185185185185,892,246,51,155,481,34,31,1167,2507,40,627,5607,1344,5018,0.1590868557160692,0.043873729266987696,0.00909577314071696,0.027644016408061352,0.26783579115185335,0.3318785233678851,0.4298525308888003,0.7596916778253627,0.2081326912787587,0.027644016408061352,0.08578562511146781,2.1435406698564594
201525,pit,2015,98,64,0.6049382716049383,1001,257,24,110,529,33,38,1341,2478,71,596,5877,1392,5211,0.17032499574612897,0.0437297941126425,0.00408371618172537,0.018717032499574612,0.2671272308578008,0.33466898954703833,0.38898483976204185,0.7217407725526187,0.22817764165390506,0.018717032499574612,0.09001191083886337,2.335570469798658
201526,min,2015,83,79,0.5123456790123457,1023,295,25,163,454,41,42,1050,2573,50,700,5715,1506,5129,0.17900262467191602,0.051618547681539804,0.004374453193350831,0.02852143482064742,0.29362448820432835,0.3510657352677772,0.45622928446090855,0.8047356855988886,0.1837270341207349,0.02852143482064742,0.0794400699912511,2.1514285714285712
201527,sln,2015,100,62,0.6172839506172839,970,240,26,123,522,28,66,1329,2403,57,525,5726,1359,5091,0.16940272441494936,0.041914076143904994,0.0045406915822563745,0.021480964023751308,0.26694166175604006,0.3351149118118653,0.39677862895305444,0.7302301446417621,0.2320991966468739,0.021480964023751308,0.09116311561299337,2.5885714285714285
201528,nyn,2015,90,72,0.5555555555555556,931,235,23,152,428,38,63,1337,2422,58,613,5662,1341,5100,0.1644295302013423,0.04150476863299188,0.0040621688449311195,0.026845637583892617,0.26294117647058823,0.32000723589001445,0.4074509803921569,0.7252734741039787,0.23613564111621335,0.026845637583892617,0.07559166372306605,2.1876019575856445
201529,tor,2015,93,69,0.5740740740740741,883,267,30,173,458,49,25,1119,2546,53,670,5627,1353,5018,0.1569219832948285,0.047449795628221075,0.005331437711036076,0.03074462413364137,0.26962933439617376,0.3307158509861213,0.43822239936229573,0.7660052047921599,0.19886262662164564,0.03074462413364137,0.08139328238848409,2.0194029850746267
201530,bos,2015,78,84,0.48148148148148145,977,299,32,178,541,36,23,1219,2524,59,753,5901,1486,5229,0.1655651584477207,0.0506693780715133,0.0054228096932723265,0.03016437891882732,0.2841843564735131,0.3512998266897747,0.45572767259514246,0.8048492709416806,0.2065751567530927,0.03016437891882732,0.09167937637688528,1.9734395750332006
201601,chn,2016,103,59,0.6358024691358025,742,205,15,163,558,34,31,1441,2297,55,556,5544,1125,4863,0.13383838383838384,0.036976911976911976,0.0027056277056277055,0.0294011544011544,0.2313386798272671,0.3104593248478141,0.3802179724449928,0.6887422620875225,0.25992063492063494,0.0294011544011544,0.10064935064935066,2.023381294964029
201602,sea,2016,87,75,0.5370370370370371,901,273,23,213,515,35,23,1320,2428,59,706,5802,1410,5158,0.1552912788693554,0.04705274043433299,0.003964150293002413,0.03671147880041365,0.2733617681271811,0.3393266349374229,0.45909267157813105,0.7963386421457554,0.22750775594622544,0.03671147880041365,0.08876249569114099,1.9971671388101984
201603,mia,2016,80,81,0.4968944099378882,919,256,31,152,658,50,48,1379,2250,38,681,5783,1358,4987,0.15891405844717274,0.04426768113435933,0.005360539512363825,0.02628393567352585,0.27230800080208545,0.3571302037201063,0.4275115299779427,0.7815062621991894,0.23845754798547467,0.02628393567352585,0.11378177416565796,1.9941262848751835
201604,tba,2016,68,94,0.41975308641975306,943,233,9,210,526,47,33,1357,2361,50,713,5783,1395,5113,0.16306415355351894,0.040290506657444235,0.0015562856648798202,0.03631333218052914,0.27283395266966554,0.3406632381627948,0.4451398396244866,0.7829871839790417,0.23465329413799066,0.03631333218052914,0.09095625108075393,1.9565217391304348
201605,phi,2016,71,91,0.4382716049382716,914,308,33,213,519,55,49,1299,2342,52,796,5790,1468,5109,0.15785837651122625,0.05319516407599309,0.005699481865284974,0.03678756476683938,0.2873360735956156,0.35305614783226724,0.48561362301820316,0.8352528980489967,0.22435233160621762,0.03678756476683938,0.08963730569948186,1.8442211055276383
201606,kca,2016,80,82,0.49382716049382713,958,248,21,206,578,38,30,1289,2463,49,712,5888,1433,5185,0.16270380434782608,0.042119565217391304,0.0035665760869565215,0.034986413043478264,0.276374156219865,0.3489501995488461,0.4514946962391514,0.7981590644515286,0.21891983695652173,0.034986413043478264,0.09816576086956522,2.0126404494382024
201607,hou,2016,84,78,0.5185185185185185,898,320,42,181,494,30,18,1396,2426,46,701,5863,1441,5263,0.15316390926147025,0.054579566774688726,0.007163568139177895,0.03087156745693331,0.2737982139464184,0.33611255862428346,0.45373361200836027,0.788103751977256,0.23810336005457958,0.03087156745693331,0.08425720620842572,2.055634807417974
201608,mil,2016,74,88,0.4567901234567901,943,293,36,178,598,39,40,1177,2424,71,732,5798,1450,5051,0.16264229044498102,0.05053466712659538,0.006209037599172128,0.030700241462573302,0.28707186695703824,0.3625420428394406,0.4650564244704019,0.8251126832608379,0.20300103483959986,0.030700241462573302,0.1031390134529148,1.9808743169398908
201609,det,2016,85,76,0.5279503105590062,943,250,42,182,513,53,25,1232,2491,35,721,5794,1417,5140,0.16275457369692786,0.043148084225060404,0.007248878149810148,0.03141180531584398,0.2756809338521401,0.34141163983725453,0.44688715953307395,0.7851276081836173,0.2126337590610977,0.03141180531584398,0.08853986882982395,1.9653259361997226
201610,was,2016,95,67,0.5864197530864198,838,252,27,155,526,28,52,1477,2252,43,612,5626,1272,5001,0.14895129754710273,0.04479203697120512,0.004799146818343406,0.027550657660860293,0.2543491301739652,0.32531210421566853,0.40851829634073183,0.7321906635774555,0.26253110558123,0.027550657660860293,0.09349448986846783,2.0784313725490198
201611,cin,2016,68,94,0.41975308641975306,921,261,18,258,716,33,54,1244,2335,59,853,5878,1458,5037,0.1566859476012249,0.044402858115005106,0.003062266076896904,0.04389248043552229,0.28945801072066707,0.37788979662784633,0.5020845741512805,0.8778191057793483,0.21163661109220824,0.04389248043552229,0.1218101395032324,1.70926143024619
201612,lan,2016,91,71,0.5617283950617284,850,225,26,165,519,30,35,1511,2268,36,638,5660,1266,5045,0.1501766784452297,0.03975265017667844,0.004593639575971731,0.029151943462897525,0.25094152626362737,0.3208123652048886,0.4039643211100099,0.7230562052716116,0.26696113074204947,0.029151943462897525,0.09169611307420494,1.9843260188087775
201613,ari,2016,68,94,0.41975308641975306,986,337,38,202,660,41,42,1319,2374,53,890,6051,1563,5256,0.16294827301272516,0.05569327383903487,0.006279953726656751,0.033382911915385886,0.2973744292237443,0.3757606490872211,0.491248097412481,0.8644225140651585,0.21798049909105932,0.033382911915385886,0.10907288051561725,1.756179775280899
201614,oak,2016,69,93,0.42592592592592593,971,277,26,185,516,46,21,1190,2469,62,761,5788,1459,5118,0.16776088458880442,0.04785763648928818,0.004492052522460262,0.031962681409813405,0.28507229386479094,0.35055023074192404,0.4577960140679953,0.8055072816736291,0.20559778852798893,0.031962681409813405,0.08914996544574982,1.9172141918528252
201615,nya,2016,83,79,0.5123456790123457,843,279,22,214,502,21,21,1394,2358,50,702,5704,1358,5110,0.14779102384291726,0.04891304347826087,0.0038569424964936885,0.03751753155680224,0.26575342465753427,0.33143264433357095,0.4545988258317025,0.7847958789117665,0.2443899018232819,0.03751753155680224,0.08800841514726508,1.9344729344729346
201616,sdn,2016,68,94,0.41975308641975306,923,275,44,183,626,39,27,1223,2447,67,769,5866,1425,5095,0.1573474258438459,0.04688032730992158,0.007500852369587453,0.03119672690078418,0.27968596663395484,0.358503758084251,0.458684985279686,0.8147613741685749,0.20848960109103307,0.03119672690078418,0.10671667234913058,1.8530559167750325
201617,col,2016,75,87,0.46296296296296297,988,312,51,181,621,35,49,1226,2392,51,860,5892,1532,5150,0.16768499660556688,0.05295315682281059,0.008655804480651732,0.030719619823489478,0.2974757281553398,0.3730722578409288,0.48330097087378643,0.8541242571293841,0.20807875084860827,0.030719619823489478,0.10539714867617107,1.7813953488372094
201618,cle,2016,94,67,0.5838509316770186,830,287,27,186,495,30,27,1398,2328,56,676,5667,1330,5056,0.14646197282512793,0.050644079760014116,0.004764425622022234,0.0328215987294865,0.26305379746835444,0.328769591064673,0.4408623417721519,0.7678646711038128,0.2466913710958179,0.0328215987294865,0.08734780307040763,1.967455621301775
201619,tex,2016,96,66,0.5925925925925926,958,260,22,201,587,41,19,1154,2505,61,756,5830,1441,5100,0.16432246998284733,0.044596912521440824,0.0037735849056603774,0.034476843910806174,0.2825490196078431,0.3566027782662212,0.4603921568627451,0.814442436192354,0.19794168096054887,0.034476843910806174,0.1006861063464837,1.906084656084656
201620,ana,2016,74,88,0.4567901234567901,977,275,20,208,555,48,22,1138,2461,49,727,5779,1480,5079,0.16906039107111956,0.04758608755840111,0.003460806367883717,0.03599238622599066,0.291395944083481,0.36119985800496984,0.4762748572553652,0.8344233965021093,0.19691988233258348,0.03599238622599066,0.09603737670877315,2.0357634112792296
201621,cha,2016,78,84,0.48148148148148145,922,290,25,185,593,48,29,1270,2425,47,715,5853,1422,5117,0.15752605501452246,0.04954724073124893,0.004271313856142149,0.0316077225354519,0.27789720539378543,0.35288966725043786,0.4528043775649795,0.8027522761408739,0.21698274389202118,0.0316077225354519,0.10131556466769179,1.9888111888111888
201622,atl,2016,68,93,0.422360248447205,927,263,47,177,617,50,52,1228,2425,56,779,5840,1414,5067,0.15873287671232877,0.04503424657534247,0.008047945205479452,0.030308219178082192,0.2790605881192027,0.35731878958479946,0.4543122163015591,0.8085152159527624,0.21027397260273972,0.030308219178082192,0.10565068493150685,1.8151476251604621
201623,bal,2016,88,74,0.5432098765432098,898,309,18,183,600,38,17,1248,2438,45,715,5815,1408,5094,0.15442820292347378,0.053138435081685295,0.0030954428202923474,0.03147033533963887,0.276403612092658,0.35265191429574994,0.4519042010208088,0.8022182275386036,0.21461736887360275,0.03147033533963887,0.10318142734307825,1.9692307692307693
201624,sfn,2016,88,74,0.5432098765432098,872,262,42,158,485,33,40,1311,2449,44,630,5689,1334,5094,0.15327825628405695,0.04605378801195289,0.007382668307259624,0.027772895060643347,0.2618767177071064,0.32604409392364225,0.42285041224970554,0.7469772832404397,0.23044471787660398,0.027772895060643347,0.0852522411671647,2.1174603174603175
201625,pit,2016,78,84,0.48148148148148145,948,322,40,180,603,46,64,1233,2418,70,758,5906,1490,5141,0.16051473078225534,0.05452082627836099,0.006772773450728073,0.03047748052827633,0.28982688192958567,0.3643802228412256,0.4730597160085587,0.8345450355249663,0.20877074161869286,0.03047748052827633,0.1020995597697257,1.9656992084432718
201626,min,2016,60,102,0.37037037037037035,1040,326,30,221,520,46,26,1194,2490,68,888,5981,1617,5301,0.17388396589199132,0.054505935462297275,0.005015883631499749,0.03695034275204815,0.3050367855121675,0.3671190517093283,0.5029239766081871,0.8671646447520426,0.19963216853369,0.03695034275204815,0.08694198294599566,1.820945945945946
201627,sln,2016,86,76,0.5308641975308642,973,278,22,159,527,44,38,1291,2425,69,712,5832,1432,5148,0.16683813443072704,0.04766803840877915,0.0037722908093278463,0.02726337448559671,0.27816627816627815,0.34519823788546256,0.43337218337218336,0.7759145858901061,0.22136488340192043,0.02726337448559671,0.09036351165980795,2.0112359550561796
201628,nyn,2016,87,75,0.5370370370370371,958,258,29,152,474,44,55,1398,2281,57,617,5695,1397,5076,0.16821773485513608,0.04530289727831431,0.005092186128182617,0.0266900790166813,0.2752167060677699,0.3371171171171171,0.42730496453900707,0.7617704632876664,0.24547848990342405,0.0266900790166813,0.08323090430201932,2.2641815235008105
201629,tor,2016,89,73,0.5493827160493827,864,269,24,183,521,33,13,1315,2517,51,665,5810,1340,5172,0.1487091222030981,0.046299483648881236,0.004130808950086058,0.031497418244406196,0.2590873936581593,0.3268926752151765,0.4265274555297757,0.7515361876289723,0.22633390705679862,0.031497418244406196,0.08967297762478485,2.0150375939849625
201630,bos,2016,93,69,0.5740740740740741,892,251,23,176,555,35,24,1363,2404,49,694,5783,1342,5109,0.1542452014525333,0.04340307798720387,0.003977174476915096,0.03043403077987204,0.26267371305539244,0.3349223163841808,0.42415345468780585,0.7570188696728909,0.23569081791457722,0.03043403077987204,0.09597094933425558,1.9337175792507204
201701,chn,2017,92,70,0.5679012345679012,833,250,17,194,621,29,28,1439,2233,53,694,5698,1294,4966,0.14619164619164618,0.04387504387504387,0.0029835029835029833,0.03404703404703405,0.2605718888441402,0.3427599785215679,0.43495771244462345,0.7759477409346519,0.25254475254475256,0.03404703404703405,0.10898560898560898,1.8645533141210375
201702,sea,2017,77,85,0.47530864197530864,888,262,12,237,546,58,24,1245,2392,61,772,5759,1399,5036,0.15419343636047925,0.045494009376627884,0.0020836950859524223,0.04115297794756034,0.2777998411437649,0.34844141884629165,0.47577442414614773,0.8206325801745166,0.2161833651675638,0.04115297794756034,0.09480812641083522,1.8121761658031088
201703,mia,2017,77,85,0.47530864197530864,940,280,37,193,702,43,59,1202,2450,36,822,5926,1450,5102,0.15862301721228483,0.04724940938238272,0.006243671954100574,0.0325683428957138,0.28420227361818895,0.37077877325982084,0.4670717365738926,0.8351237290486659,0.20283496456294298,0.0325683428957138,0.11846101923725953,1.7639902676399026
201704,tba,2017,80,82,0.49382716049382713,844,270,17,193,553,36,26,1352,2358,59,704,5718,1324,5034,0.14760405736271423,0.0472193074501574,0.002973067506121021,0.033753060510668065,0.2630115216527612,0.3359584750313227,0.4384187524831148,0.7722263285101466,0.23644630989856594,0.033753060510668065,0.09671213711087794,1.8806818181818181
201705,phi,2017,66,96,0.4074074074074074,926,296,28,221,591,46,37,1311,2364,39,782,5868,1471,5146,0.1578050443081118,0.050443081117927745,0.004771642808452625,0.037661895023858215,0.28585308977846874,0.3594213003311835,0.48309366498251066,0.8396560028694205,0.22341513292433537,0.037661895023858215,0.10071574642126789,1.881074168797954
201706,kca,2017,80,82,0.49382716049382713,970,274,40,196,571,45,21,1218,2480,49,791,5888,1480,5178,0.16474184782608695,0.04653532608695652,0.006793478260869565,0.03328804347826087,0.2858246427191966,0.356757696990781,0.46774816531479335,0.8217350482971889,0.20686141304347827,0.03328804347826087,0.09697690217391304,1.8710493046776233
201707,hou,2017,101,61,0.6234567901234568,806,293,23,192,598,20,17,1593,2196,53,700,5794,1314,5103,0.13910942354159475,0.0505695547117708,0.003969623748705558,0.03313772868484639,0.25749559082892415,0.335379757937204,0.4368018812463257,0.7710091876612881,0.2749395926820849,0.03313772868484639,0.1032102174663445,1.8771428571428572
201708,mil,2017,84,78,0.5185185185185185,891,276,29,185,617,29,39,1347,2345,64,697,5812,1381,5073,0.15330350997935308,0.047487955953200274,0.004989676531314522,0.031830695113558155,0.2722255075891977,0.3511423550087873,0.44746698206189633,0.7968287585962555,0.2317618719889883,0.031830695113558155,0.10615966964900206,1.981348637015782
201709,det,2017,64,98,0.3950617283950617,1044,290,35,218,600,61,15,1202,2370,45,894,5926,1587,5159,0.176172797840027,0.04893688828889639,0.00590617617279784,0.03678704016199798,0.3076177553789494,0.379753429414829,0.504167474316728,0.8799406701930167,0.20283496456294298,0.03678704016199798,0.10124873439082012,1.7751677852348993
201710,was,2017,97,65,0.5987654320987654,845,243,23,189,556,31,35,1459,2297,43,672,5717,1300,5056,0.14780479272345637,0.042504810215147806,0.004023089032709463,0.03305929683400385,0.25712025316455694,0.33071988595866003,0.4264240506329114,0.7553271163780824,0.25520377820535245,0.03305929683400385,0.09725380444288963,1.9345238095238095
201711,cin,2017,70,92,0.43209876543209874,857,315,22,248,710,48,52,1300,2336,48,867,5932,1442,5078,0.14447066756574511,0.05310182063385031,0.0037086985839514496,0.041807147673634526,0.2839700669554943,0.37180373185901866,0.5011815675462781,0.8699272837902808,0.2191503708698584,0.041807147673634526,0.11968981793661497,1.66320645905421
201712,lan,2017,104,58,0.6419753086419753,793,229,20,184,484,22,39,1549,2175,55,580,5533,1226,4950,0.14332188686065425,0.04138803542382071,0.0036146755828664378,0.03325501536237123,0.2476767676767677,0.3146853146853147,0.41353535353535353,0.7269517758227436,0.27995662389300563,0.03325501536237123,0.0874751491053678,2.113793103448276
201713,ari,2017,93,69,0.5740740740740741,828,276,34,171,556,36,36,1484,2272,62,659,5755,1309,5065,0.14387489139878368,0.04795829713292789,0.005907906168549088,0.029713292788879235,0.25844027640671274,0.3317914961750578,0.42764067127344524,0.757320713698759,0.2578627280625543,0.029713292788879235,0.09661164205039097,1.9863429438543247
201714,oak,2017,76,86,0.4691358024691358,906,300,28,210,567,44,17,1202,2405,76,825,5782,1444,5051,0.15669318574887584,0.051885160843998614,0.004842615012106538,0.03631961259079903,0.2858839833696298,0.3579565681737273,0.48109285290041576,0.8362677027767845,0.2078865444482878,0.03631961259079903,0.09806295399515738,1.7503030303030302
201715,nya,2017,91,71,0.5617283950617284,801,243,12,192,561,30,18,1560,2238,56,660,5723,1248,5046,0.13996155862309978,0.04246024812161454,0.0020968023763760267,0.03354883802201643,0.2473246135552913,0.32263242375601925,0.41438763376932225,0.7353030142908763,0.27258430892888347,0.03354883802201643,0.09802551109557925,1.8909090909090909
201716,sdn,2017,71,91,0.4382716049382716,893,275,23,226,629,34,32,1327,2330,58,816,5829,1417,5074,0.1531995196431635,0.047177903585520674,0.00394578829987991,0.03877165894664608,0.27926685061095785,0.3587585481325618,0.47615293653921953,0.8327853228038178,0.22765482930176703,0.03877165894664608,0.10790873220106365,1.7365196078431373
201717,col,2017,87,75,0.5370370370370371,923,290,50,190,584,42,49,1270,2378,33,757,5802,1453,5101,0.15908307480179248,0.04998276456394347,0.008617718028266115,0.03274732850741124,0.28484610860615567,0.358311345646438,0.47304450107821994,0.8287281050593619,0.21889003791795933,0.03274732850741124,0.10065494657014823,1.9194187582562747
201718,cle,2017,102,60,0.6296296296296297,830,262,12,163,452,20,16,1615,2085,44,564,5503,1267,4967,0.15082682173359985,0.047610394330365256,0.0021806287479556605,0.029620207159731057,0.2550835514395007,0.3172171987451559,0.4111133480974431,0.7271640927196164,0.293476285662366,0.029620207159731057,0.08213701617299654,2.24645390070922
201719,tex,2017,78,84,0.48148148148148145,929,287,13,214,634,38,11,1107,2522,61,816,5843,1443,5072,0.15899366763648812,0.049118603457128186,0.002224884477152148,0.036625021393119975,0.2845031545741325,0.3640028040658955,0.4727917981072555,0.8343865056281469,0.18945747047749445,0.036625021393119975,0.10850590450111244,1.7683823529411764
201720,ana,2017,80,82,0.49382716049382713,867,265,17,224,516,30,24,1313,2338,38,709,5638,1373,5024,0.15377793543809862,0.04700248315005321,0.0030152536360411493,0.039730400851365734,0.27328821656050956,0.3409747292418773,0.46656050955414013,0.8056987501286464,0.2328840014189429,0.039730400851365734,0.09152181624689606,1.9365303244005643
201721,cha,2017,67,95,0.41358024691358025,834,275,32,242,702,37,14,1194,2406,75,820,5834,1383,4983,0.14295509084676036,0.04713747000342818,0.005485087418580734,0.0414809736030168,0.27754364840457557,0.36675461741424803,0.4912703190848886,0.855653401923057,0.20466232430579362,0.0414809736030168,0.12032910524511485,1.6865853658536585
201722,atl,2017,72,90,0.4444444444444444,909,326,36,192,654,36,53,1260,2412,53,821,5914,1463,5135,0.15370307744335476,0.055123435914778494,0.00608725059181603,0.03246533648968549,0.2849074975657254,0.36569355674555193,0.4745861733203505,0.8380196497152003,0.21305377071356105,0.03246533648968549,0.11058505241799121,1.781973203410475
201723,bal,2017,75,87,0.46296296296296297,953,293,17,242,639,48,17,1234,2416,48,841,5938,1505,5155,0.16049174806332098,0.04934321320309869,0.0028629168070057258,0.04075446278208151,0.29194956353055285,0.37003797031411806,0.4962172647914646,0.8632148683518891,0.20781407881441563,0.04075446278208151,0.10761199056921522,1.7895362663495837
201724,sfn,2017,64,98,0.3950617283950617,978,297,58,182,547,39,51,1236,2423,49,776,5848,1515,5174,0.16723666210670315,0.05078659370725034,0.009917920656634747,0.03112175102599179,0.29281020487050635,0.360426498863835,0.47816003092385,0.8361461420349612,0.21135430916552667,0.03112175102599179,0.09353625170998632,1.952319587628866
