team_id,team,year,wins,losses,win_%,singles,doubles,triples,home_runs,walks,sac_fly,sac_bunt,strikeouts,outs,r_o_error,runs,plate_appearances,sing/pa,doub/pa,trip/pa,hr/pa,hits,ab,avg,obs,slugging,ops,so_%,hr_%,walk_%,hits_to_run
201511,cin,2015,65,97,0.4012345679012346,917,317,25,177,602,45,62,1253,2343,55,640,5796,0.15821256038647344,0.05469289164941339,0.004313319530710835,0.030538302277432712,1436,5032,0.28537360890302066,0.35886599753477727,0.4638314785373609,0.8226974760721382,0.21618357487922704,0.030538302277432712,0.10386473429951691,2.24375
201512,lan,2015,91,71,0.5617283950617284,923,229,20,145,433,29,37,1397,2320,44,666,5577,0.1655011655011655,0.04106150259996414,0.0035861574323112783,0.02599964138425677,1317,5034,0.26162097735399287,0.3184133915574964,0.4014700039729837,0.7198833955304801,0.2504930966469428,0.02599964138425677,0.07764030840953919,1.9774774774774775
201513,ari,2015,79,83,0.4876543209876543,920,318,30,182,550,45,44,1216,2475,53,720,5833,0.15772329847419853,0.05451740099434253,0.005143151037202126,0.03120178295902623,1450,5141,0.2820462944952344,0.3486750348675035,0.4617778642287493,0.8104528990962527,0.20846905537459284,0.03120178295902623,0.09429110234870564,2.013888888888889
201514,oak,2015,68,94,0.41975308641975306,951,266,13,172,521,51,34,1179,2463,75,694,5725,0.16611353711790394,0.04646288209606987,0.0022707423580786024,0.03004366812227074,1402,5044,0.2779540047581285,0.3424145299145299,0.4381443298969072,0.7805588598114371,0.20593886462882097,0.03004366812227074,0.09100436681222708,2.0201729106628243
201515,nya,2015,87,75,0.5370370370370371,949,260,25,182,531,38,31,1371,2409,55,764,5851,0.16219449666723637,0.044436848401982566,0.004272773884806016,0.031105793881387796,1416,5196,0.27251732101616627,0.33772766695576756,0.4372594303310239,0.7749870972867914,0.23431891984276193,0.031105793881387796,0.09075371731327977,1.8534031413612566
201516,sdn,2015,74,88,0.4567901234567901,882,268,50,171,571,38,44,1394,2241,50,650,5709,0.15449290593799264,0.04694342266596602,0.008758101243650377,0.02995270625328429,1371,5006,0.2738713543747503,0.34585930543187887,0.44986016779864163,0.7957194732305205,0.2441758626729725,0.02995270625328429,0.1000175162024873,2.109230769230769
201517,col,2015,67,95,0.41358024691358025,992,363,41,183,628,40,57,1113,2425,52,736,5894,0.168306752629793,0.06158805564981337,0.006956226671191041,0.031048523922633187,1579,5117,0.30857924565174905,0.38150388936905794,0.5028336916161814,0.8843375809852393,0.18883610451306412,0.031048523922633187,0.10654903291482865,2.145380434782609
201518,cle,2015,82,79,0.5093167701863354,827,254,31,161,473,31,26,1408,2267,45,669,5523,0.14973746152453377,0.045989498460981354,0.0056128915444504796,0.029150823827629912,1273,4948,0.2572756669361358,0.3202494497432135,0.41875505254648343,0.7390045022896969,0.25493391272858956,0.029150823827629912,0.08564186130726055,1.9028400597907325
201519,tex,2015,89,73,0.5493827160493827,968,280,40,171,575,50,22,1095,2526,70,751,5797,0.16698292220113853,0.048300845264792135,0.006900120752113162,0.02949801621528377,1459,5080,0.28720472440944883,0.3565293602103418,0.4590551181102362,0.815584478320578,0.18889080558909782,0.02949801621528377,0.0991892358116267,1.9427430093209055
201520,ana,2015,83,79,0.5123456790123457,897,273,19,166,537,49,42,1222,2422,60,659,5687,0.15772815192544398,0.048004220151222084,0.003340953050817654,0.029189379286091086,1355,4999,0.2710542108421684,0.3387645478961504,0.4328865773154631,0.7716511252116135,0.21487603305785125,0.029189379286091086,0.09442588359416212,2.056145675265554
201521,cha,2015,76,86,0.4691358024691358,970,272,39,162,538,43,42,1360,2332,58,622,5816,0.16678129298486932,0.04676753782668501,0.006705639614855571,0.027854195323246216,1443,5135,0.2810126582278481,0.34657102869139256,0.44381694255111975,0.7903879712425124,0.23383768913342504,0.027854195323246216,0.09250343878954607,2.319935691318328
201522,atl,2015,67,95,0.41358024691358025,974,285,33,170,605,44,56,1149,2422,53,573,5791,0.16819202210326367,0.04921429804869625,0.005698497668796408,0.029355897081678465,1462,5033,0.29048281343135307,0.3637803590285111,0.46155374528114446,0.8253341043096555,0.19841132792263858,0.029355897081678465,0.10447245726126748,2.5514834205933683
201523,bal,2015,81,81,0.5,892,317,23,174,538,44,24,1236,2439,42,713,5729,0.15569907488217838,0.05533251876418223,0.004014662244719846,0.030371792633967533,1406,5081,0.2767171816571541,0.34328094649479074,0.4508954930131864,0.7941764395079771,0.21574445802059697,0.030371792633967533,0.09390818641996858,1.9719495091164094
201524,sfn,2015,84,78,0.5185185185185185,892,246,51,155,481,34,31,1167,2507,40,696,5604,0.15917201998572447,0.043897216274089934,0.009100642398286937,0.027658815132048535,1344,5018,0.26783579115185335,0.32983914693656247,0.4298525308888003,0.7596916778253627,0.2082441113490364,0.027658815132048535,0.0858315488936474,1.9310344827586208
201525,pit,2015,98,64,0.6049382716049383,1001,257,24,110,529,33,38,1341,2478,71,697,5882,0.17018021081264875,0.043692621557293435,0.004080244814688882,0.01870112206732404,1392,5211,0.2671272308578008,0.3327559327905768,0.38898483976204185,0.7217407725526187,0.22798367902074124,0.01870112206732404,0.08993539612376743,1.9971305595408895
201526,min,2015,83,79,0.5123456790123457,1023,295,25,163,454,41,42,1050,2573,50,696,5716,0.17897130860741778,0.051609517144856544,0.00437368789363191,0.028516445066480055,1506,5129,0.29362448820432835,0.3485064011379801,0.45622928446090855,0.8047356855988886,0.18369489153254023,0.028516445066480055,0.0794261721483555,2.163793103448276
201527,sln,2015,100,62,0.6172839506172839,970,240,26,123,522,28,66,1329,2403,57,647,5764,0.16828591256072173,0.041637751561415685,0.004510756419153366,0.021339347675225537,1359,5091,0.26694166175604006,0.3334515156887077,0.39677862895305444,0.7302301446417621,0.23056904927133934,0.021339347675225537,0.09056210964607911,2.100463678516229
201528,nyn,2015,90,72,0.5555555555555556,931,235,23,152,428,38,63,1337,2422,58,683,5687,0.16370669949006506,0.04132231404958678,0.004044311587831897,0.026727624406541233,1341,5100,0.26294117647058823,0.31782249371182175,0.4074509803921569,0.7252734741039787,0.23509759099701072,0.026727624406541233,0.075259363460524,1.9633967789165447
201529,tor,2015,93,69,0.5740740740740741,883,267,30,173,458,49,25,1119,2546,53,891,5603,0.15759414599321792,0.047653043012671786,0.005354274495805818,0.030876316259146885,1353,5018,0.26962933439617376,0.32778280542986427,0.43822239936229573,0.7660052047921599,0.199714438693557,0.030876316259146885,0.08174192396930216,1.5185185185185186
201530,bos,2015,78,84,0.48148148148148145,977,299,32,178,541,36,23,1219,2524,59,748,5888,0.16593070652173914,0.05078125,0.005434782608695652,0.030230978260869564,1486,5229,0.2841843564735131,0.34912159834653805,0.45572767259514246,0.8048492709416806,0.20703125,0.030230978260869564,0.09188179347826086,1.9866310160427807
201601,chn,2016,103,59,0.6358024691358025,742,205,15,163,558,34,31,1441,2297,55,807,5541,0.13391084641761414,0.03699693196173976,0.0027070925825663237,0.02941707273055405,1125,4863,0.2313386798272671,0.3085242896425298,0.3802179724449928,0.6887422620875225,0.26006136076520486,0.02941707273055405,0.10070384407146725,1.3940520446096654
201602,sea,2016,87,75,0.5370370370370371,901,273,23,213,515,35,23,1320,2428,59,768,5790,0.15561312607944733,0.047150259067357515,0.003972366148531951,0.03678756476683938,1410,5158,0.2733617681271811,0.3372459705676244,0.45909267157813105,0.7963386421457554,0.22797927461139897,0.03678756476683938,0.08894645941278066,1.8359375
201603,mia,2016,80,81,0.4968944099378882,919,256,31,152,658,50,48,1379,2250,38,655,5781,0.15896903649887562,0.044282996021449576,0.00536239404947241,0.026293028887735687,1358,4987,0.27230800080208545,0.3539947322212467,0.4275115299779427,0.7815062621991894,0.23854004497491785,0.026293028887735687,0.11382113821138211,2.073282442748092
201604,tba,2016,68,94,0.41975308641975306,943,233,9,210,526,47,33,1357,2361,50,672,5769,0.16345987172820245,0.04038828219795459,0.0015600624024961,0.036401456058242326,1395,5113,0.27283395266966554,0.33784734435455505,0.4451398396244866,0.7829871839790417,0.23522274224302306,0.036401456058242326,0.09117698041254983,2.075892857142857
201605,phi,2016,71,91,0.4382716049382716,914,308,33,213,519,55,49,1299,2342,52,610,5784,0.15802213001383125,0.05325034578146611,0.005705394190871369,0.03682572614107884,1468,5109,0.2873360735956156,0.3496392750307936,0.48561362301820316,0.8352528980489967,0.2245850622406639,0.03682572614107884,0.08973029045643154,2.40655737704918
201606,kca,2016,80,82,0.49382716049382713,958,248,21,206,578,38,30,1289,2463,49,674,5880,0.1629251700680272,0.04217687074829932,0.0035714285714285713,0.03503401360544218,1433,5185,0.276374156219865,0.34666436821237717,0.4514946962391514,0.7981590644515286,0.21921768707482994,0.03503401360544218,0.09829931972789116,2.126112759643917
201607,hou,2016,84,78,0.5185185185185185,898,320,42,181,494,30,18,1396,2426,46,724,5851,0.1534780379422321,0.05469150572551701,0.007178260126474107,0.030934882925995555,1441,5263,0.2737982139464184,0.3343701399688958,0.45373361200836027,0.788103751977256,0.23859169372756794,0.030934882925995555,0.08443001196376687,1.9903314917127073
201608,mil,2016,74,88,0.4567901234567901,943,293,36,178,598,39,40,1177,2424,71,671,5799,0.162614243835144,0.050525952750474216,0.006207966890843249,0.03069494740472495,1450,5051,0.28707186695703824,0.360056258790436,0.4650564244704019,0.8251126832608379,0.2029660286256251,0.03069494740472495,0.10312122779789619,2.1609538002980626
201609,det,2016,85,76,0.5279503105590062,943,250,42,182,513,53,25,1232,2491,35,749,5766,0.16354491848768643,0.043357613596947626,0.007284079084287201,0.03156434269857787,1417,5140,0.2756809338521401,0.3382404486505433,0.44688715953307395,0.7851276081836173,0.2136663198057579,0.03156434269857787,0.08896982310093653,1.8918558077436582
201610,was,2016,95,67,0.5864197530864198,838,252,27,155,526,28,52,1477,2252,43,763,5650,0.14831858407079646,0.04460176991150443,0.004778761061946903,0.02743362831858407,1272,5001,0.2543491301739652,0.32367236723672366,0.40851829634073183,0.7321906635774555,0.26141592920353984,0.02743362831858407,0.09309734513274336,1.6671035386631716
201611,cin,2016,68,94,0.41975308641975306,921,261,18,258,716,33,54,1244,2335,59,715,5899,0.15612815731479912,0.044244787252076624,0.0030513646380742497,0.04373622647906425,1458,5037,0.28945801072066707,0.37573453162806775,0.5020845741512805,0.8778191057793483,0.21088320054246482,0.04373622647906425,0.12137650449228683,2.0391608391608393
201612,lan,2016,91,71,0.5617283950617284,850,225,26,165,519,30,35,1511,2268,36,725,5665,0.1500441306266549,0.03971756398940865,0.004589585172109444,0.02912621359223301,1266,5045,0.25094152626362737,0.3190918841616017,0.4039643211100099,0.7230562052716116,0.2667255075022065,0.02912621359223301,0.09161518093556928,1.7462068965517241
201613,ari,2016,68,94,0.41975308641975306,986,337,38,202,660,41,42,1319,2374,53,751,6052,0.16292134831460675,0.055684071381361534,0.006278916060806345,0.0333773959021811,1563,5256,0.2973744292237443,0.37317441665267753,0.491248097412481,0.8644225140651585,0.21794448116325182,0.0333773959021811,0.10905485789821547,2.081225033288948
201614,oak,2016,69,93,0.42592592592592593,971,277,26,185,516,46,21,1190,2469,62,653,5763,0.16848863439180983,0.0480652437966337,0.004511539128925907,0.032101336109665105,1459,5118,0.28507229386479094,0.3477112676056338,0.4577960140679953,0.8055072816736291,0.20648967551622419,0.032101336109665105,0.08953669963560645,2.2343032159264933
201615,nya,2016,83,79,0.5123456790123457,843,279,22,214,502,21,21,1394,2358,50,679,5704,0.14779102384291726,0.04891304347826087,0.0038569424964936885,0.03751753155680224,1358,5110,0.26575342465753427,0.3301970530800639,0.4545988258317025,0.7847958789117665,0.2443899018232819,0.03751753155680224,0.08800841514726508,2.0
201616,sdn,2016,68,94,0.41975308641975306,923,275,44,183,626,39,27,1223,2447,67,685,5854,0.15766996925179363,0.04697642637512812,0.007516228220020499,0.0312606764605398,1425,5095,0.27968596663395484,0.3560763888888889,0.458684985279686,0.8147613741685749,0.2089169798428425,0.0312606764605398,0.10693542876665528,2.0802919708029197
201617,col,2016,75,87,0.46296296296296297,988,312,51,181,621,35,49,1226,2392,51,845,5906,0.1672875042329834,0.05282763291567897,0.008635286149678293,0.030646799864544532,1532,5150,0.2974757281553398,0.3708232862555977,0.48330097087378643,0.8541242571293841,0.20758550626481545,0.030646799864544532,0.10514730782255334,1.81301775147929
201618,cle,2016,94,67,0.5838509316770186,830,287,27,186,495,30,27,1398,2328,56,777,5664,0.14653954802259886,0.05067090395480226,0.004766949152542373,0.03283898305084746,1330,5056,0.26305379746835444,0.327002329331661,0.4408623417721519,0.7678646711038128,0.2468220338983051,0.03283898305084746,0.08739406779661017,1.7117117117117118
201619,tex,2016,96,66,0.5925925925925926,958,260,22,201,587,41,19,1154,2505,61,765,5808,0.1649449035812672,0.044765840220385676,0.003787878787878788,0.03460743801652893,1441,5100,0.2825490196078431,0.3540502793296089,0.4603921568627451,0.814442436192354,0.1986914600550964,0.03460743801652893,0.10106749311294766,1.8836601307189542
201620,ana,2016,74,88,0.4567901234567901,977,275,20,208,555,48,22,1138,2461,49,717,5753,0.16982443942290978,0.04780114722753346,0.0034764470710933427,0.036155049539370765,1480,5079,0.291395944083481,0.3581485392467441,0.4762748572553652,0.8344233965021093,0.19780983834521118,0.036155049539370765,0.09647140622284026,2.0641562064156207
201621,cha,2016,78,84,0.48148148148148145,922,290,25,185,593,48,29,1270,2425,47,686,5834,0.1580390812478574,0.049708604730887895,0.0042852245457661985,0.03171066163866987,1422,5117,0.27789720539378543,0.3499478985758944,0.4528043775649795,0.8027522761408739,0.21768940692492286,0.03171066163866987,0.10164552622557423,2.072886297376093
201622,atl,2016,68,93,0.422360248447205,927,263,47,177,617,50,52,1228,2425,56,649,5842,0.15867853474837385,0.04501882916809312,0.008045190003423484,0.03029784320438206,1414,5067,0.2790605881192027,0.35420299965120333,0.4543122163015591,0.8085152159527624,0.21020198562136255,0.03029784320438206,0.10561451557685723,2.1787365177195688
201623,bal,2016,88,74,0.5432098765432098,898,309,18,183,600,38,17,1248,2438,45,743,5794,0.154987918536417,0.053331032102174665,0.0031066620642043494,0.03158439765274422,1408,5094,0.276403612092658,0.35031402651779486,0.4519042010208088,0.8022182275386036,0.21539523645150155,0.03158439765274422,0.10355540214014498,1.8950201884253028
201624,sfn,2016,88,74,0.5432098765432098,872,262,42,158,485,33,40,1311,2449,44,715,5696,0.15308988764044945,0.045997191011235956,0.007373595505617977,0.02773876404494382,1334,5094,0.2618767177071064,0.3241268709907341,0.42285041224970554,0.7469772832404397,0.23016151685393257,0.02773876404494382,0.08514747191011236,1.8657342657342657
201625,pit,2016,78,84,0.48148148148148145,948,322,40,180,603,46,64,1233,2418,70,729,5924,0.1600270087778528,0.05435516542876435,0.00675219446320054,0.03038487508440243,1490,5141,0.28982688192958567,0.3614853195164076,0.4730597160085587,0.8345450355249663,0.20813639432815664,0.03038487508440243,0.10178933153274815,2.0438957475994513
201626,min,2016,60,102,0.37037037037037035,1040,326,30,221,520,46,26,1194,2490,68,722,5961,0.17446737124643516,0.05468881060224794,0.0050327126321087065,0.037074316389867475,1617,5301,0.3050367855121675,0.3642406681438555,0.5029239766081871,0.8671646447520426,0.20030196275792653,0.037074316389867475,0.08723368562321758,2.239612188365651
201627,sln,2016,86,76,0.5308641975308642,973,278,22,159,527,44,38,1291,2425,69,779,5826,0.16700995537246824,0.0477171301064195,0.0037761757638173706,0.02729145211122554,1432,5148,0.27816627816627815,0.34254240251792273,0.43337218337218336,0.7759145858901061,0.22159285959491934,0.02729145211122554,0.0904565739787161,1.8382541720154044
